Reg,VIN,Auction type,Center,Hall Name,Auction Name,Title,Make,Model,CC,Start Date,Start Time,Derivative,Body Type,Mileage Warranted,Mileage,Year,Plate,CAP Clean,Grade,Mechanical Grade,Date Of Grading,Images,Inspection Report,Other Report,Other Report Name,lot Id,Lot,Colour,Non Runner,Fuel Type,Transmission,Doors,Former Keepers,V5 Status,V5,Service History Type,VAT Status,Service History Present,Vehicle Type,Equipment,Last Service,Last service mileage,Service history,No of services,Service through main dealers,Service Notes,Additional information,Keys,DVSA mileage,MOT Expiry Date,Declarations,Major Damage,Owned By Police,Used As Taxi,Reregistered,Change Of Registration,Modified Vehicle,Salvaged Vehicle,CAP Average,CAP New,CAP Retail,CAP Below,Vehicle base price when new,Total price when new,Description and prize,Sheet id,Auction House
NG62 CYP,VF3CCHMZ0DW004887,Online Only,Blackbushe,,UKCGR Budget,PEUGEOT 208 1.2 VTI ACTIVE Hatchback,PEUGEOT,208,1.2,2026-01-27,09:00:00,VTI ACTIVE,Hatchback,Yes,98974,2013,2013 (62 reg),1050,5,C,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184483, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184494, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184515, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184529, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184545, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184562, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184580, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184594, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184616, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674184634",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=NG62 CYP-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=NG62 CYP-GB,mechanicalreporturl,0,U011BB,BLUE,False,Petrol,Manual Transmission,5,5,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Parking Sensor(s), Alloy Wheels, Temporary Spare Wheel",2022-01-18T00:00:00Z,83177,Service Book,7,4,,"[{'cO2': '104 g/km', 'nox': '0.026 g/km'}, 'na']",1,"26k 2016-01-27T14:58:14Z, 36k 2017-01-20T12:14:08Z, 48k 2018-01-05T14:46:24Z, 63k 2019-01-21T16:45:17Z, 76k 2020-01-23T09:39:08Z, 79k 2021-01-29T14:22:29Z, 83k 2022-01-18T12:47:32Z, 89k 2023-01-30T12:04:23Z, 95k 2024-02-02T10:11:57Z, 98k 2025-02-05T12:39:08Z",2026-02-04T00:00:00Z,,False,False,False,False,False,False,False,660,"12,740","2,225",290,,,na,,BCA
GV10 DZN,WAUZZZ8TXAA062143,Online Only,Blackbushe,,UKCGR Budget,AUDI A5 SPORTBACK 2.0 TFSI 180 Hatchback,AUDI,A5 SPORTBACK,2.0,2026-01-27,09:00:00,TFSI 180,Hatchback,Yes,138254,2010,2010 (10 reg),1225,5,D,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195163, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195177, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195187, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195200, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195212, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195235, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195249, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195269, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195288, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674195307",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GV10 DZN-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GV10 DZN-GB,mechanicalreporturl,0,U012BB,BLACK,False,Petrol,Manual Transmission,5,2,True,Present,Service Book,VAT Margin,True,Car,"Climate Control, Leather Trim, Temporary Spare Wheel, 17"" Alloy Wheels",2025-04-25T00:00:00Z,129459,Service Book,15,2,,"[{'cO2': '152 g/km', 'nox': '0.053 g/km'}, 'na']",1,"23k 2013-05-24T16:34:22Z, 29k 2014-06-06T10:19:02Z, 36k 2015-06-05T09:49:42Z, 43k 2016-06-10T10:42:52Z, 48k 2017-05-30T10:26:26Z, 59k 2018-06-08T08:33:27Z, 68k 2019-06-05T08:20:42Z, 79k 2020-10-14T11:24:16Z, 85k 2021-09-24T09:57:43Z, 95k 2022-10-05T11:33:52Z, 108k 2023-09-20T08:57:49Z, 122k 2024-09-17T13:42:58Z, 135k 2025-10-06T09:14:04Z",2026-10-13T00:00:00Z,,False,False,False,False,False,False,False,890,"24,020","2,725",610,,,na,,BCA
VA08 AZR,WBAWD12090PM40479,Online Only,Blackbushe,,UKCGR Budget,BMW 320D 2.0 SE Coupe,BMW,320D,2.0,2026-01-27,09:00:00,SE,Coupe,Yes,139623,2008,2008 (08 reg),1250,5,A,2026-01-24T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697330, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697334, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697339, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697344, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697349, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697357, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697363, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697372, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697383, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673697394",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=VA08 AZR-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=VA08 AZR-GB,mechanicalreporturl,0,U013BB,BLUE,False,Diesel,Automatic,2,6,True,Present,No,VAT Margin,False,Car,"Climate Control, Parking Sensor(s), Leather Trim, 17"" Alloy Wheels",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '145 g/km', 'nox': '0.169 g/km'}, 'na']",1,"20k 2011-07-19T16:26:17Z, 25k 2012-07-10T12:34:38Z, 31k 2013-07-26T15:46:59Z, 38k 2014-07-28T10:40:36Z, 41k 2015-03-31T11:05:50Z, 55k 2016-03-31T11:55:59Z, 77k 2017-02-24T11:16:54Z, 92k 2018-03-19T15:58:36Z, 104k 2019-04-02T16:44:40Z, 113k 2020-03-16T12:17:42Z, 122k 2021-10-23T14:41:12Z, 122k 2023-06-07T13:57:04Z, 129k 2024-06-06T07:48:05Z, 135k 2025-06-03T15:02:12Z",2026-06-06T00:00:00Z,,False,False,False,False,False,False,False,850,"29,510","2,750",450,,,na,,BCA
WU04 VEK,JTDKB20U200047502,Online Only,Blackbushe,,UKCGR Budget,TOYOTA PRIUS 1.5 VVTI T-SPIRIT HYBRID Hatchback,TOYOTA,PRIUS,1.5,2026-01-27,09:00:00,VVTI T-SPIRIT HYBRID,Hatchback,Yes,154198,2004,2004 (04 reg),0,5,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024783, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024784, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024785, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024786, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024787, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024790, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024791, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024794, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024796, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674024798",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WU04 VEK-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=WU04 VEK-GB,mechanicalreporturl,0,U014BB,BROWN,False,Petrol/Electric,CVT,5,4,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Navigation DVD, Climate Control, Temporary Spare Wheel",2025-09-25T00:00:00Z,153422,Invoice/Receipt,1,0,,"[{'cO2': '104 g/km', 'nox': '0.010 g/km'}, 'na']",2,"30k 2007-03-20T09:41:07Z, 37k 2008-03-08T10:18:31Z, 48k 2009-03-07T12:02:06Z, 56k 2010-03-04T10:58:29Z, 65k 2011-03-02T13:05:05Z, 78k 2012-02-13T12:05:29Z, 87k 2012-08-21T16:07:36Z, 93k 2013-08-16T09:33:15Z, 99k 2014-07-31T14:58:26Z, 104k 2015-08-08T10:39:38Z, 110k 2016-08-04T09:56:26Z, 116k 2017-08-11T08:57:10Z, 123k 2018-08-15T14:58:47Z, 128k 2019-08-06T13:48:11Z, 133k 2020-08-13T11:46:00Z, 135k 2021-08-03T15:14:16Z, 140k 2022-08-08T08:37:33Z, 144k 2023-08-02T08:09:51Z, 149k 2024-08-15T11:19:07Z, 153k 2025-09-19T09:43:34Z",2026-09-18T00:00:00Z,,False,False,False,False,False,False,False,,,,,,,na,,BCA
BT62 KYF,W0LGS6EC9D1056189,Online Only,Blackbushe,,UKCGR Budget,VAUXHALL INSIGNIA 1.8 16V SRI Hatchback,VAUXHALL,INSIGNIA,1.8,2026-01-27,09:00:00,16V SRI,Hatchback,Yes,102816,2013,2013 (62 reg),690,4,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062220, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062221, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062222, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062223, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062224, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062225, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062226, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062227, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062229, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674062231",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BT62 KYF-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=BT62 KYF-GB,mechanicalreporturl,0,U015BB,SILVER,False,Petrol,Manual Transmission,5,4,True,Present,Service Book,VAT Margin,True,Car,"Climate Control, Tyre Inflation Kit, 18"" Alloy Wheels",2023-10-17T00:00:00Z,91744,Service Book,8,3,,"[{'cO2': '169 g/km', 'nox': '0.013 g/km'}, 'na']",2,"41k 2016-01-22T15:31:29Z, 51k 2017-01-09T09:13:23Z, 62k 2017-12-12T09:02:40Z, 73k 2018-11-21T09:45:36Z, 78k 2019-10-18T09:26:48Z, 81k 2020-09-24T10:11:45Z, 83k 2021-09-25T08:44:18Z, 87k 2022-10-18T12:20:47Z, 91k 2023-10-17T08:46:15Z, 97k 2024-10-15T13:38:09Z, 100k 2025-09-23T09:58:22Z",2026-10-17T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,290,"22,045","1,675",150,,,na,,BCA
HK10 OGN,MALBB51SLAM183190,Online Only,Blackbushe,,UKCGR Budget,HYUNDAI I20 1.4 CRDI COMFORT Hatchback,HYUNDAI,I20,1.4,2026-01-27,09:00:00,CRDI COMFORT,Hatchback,Yes,65856,2010,2010 (10 reg),770,5,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058943, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058944, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058945, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058947, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058948, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058950, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058952, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058953, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058954, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674058955",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=HK10 OGN-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=HK10 OGN-GB,mechanicalreporturl,0,U016BB,BLUE,False,Diesel,Manual Transmission,5,2,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel",2023-09-11T00:00:00Z,56436,Service Book,8,0,,"[{'cO2': '116 g/km', 'nox': '0.181 g/km'}, ['Key Condition - Remote Inoperative']]",2,"20k 2013-06-15T11:41:02Z, 28k 2014-06-23T16:03:08Z, 30k 2015-06-13T11:13:27Z, 30k 2016-09-30T10:15:12Z, 34k 2017-09-28T10:47:07Z, 39k 2018-09-21T10:03:59Z, 45k 2019-09-24T09:49:14Z, 48k 2020-09-22T10:07:19Z, 50k 2021-09-22T11:13:47Z, 53k 2022-09-23T10:53:37Z, 56k 2023-09-11T14:09:07Z, 60k 2024-09-23T14:40:11Z, 64k 2025-09-17T11:13:21Z",2026-09-29T00:00:00Z,,False,False,False,False,False,False,False,370,"11,550","1,875",180,,,na,,BCA
GU63 PNF,MA3GFC31S00581166,Online Only,Blackbushe,,UKCGR Budget,SUZUKI ALTO 1.0 SZ3 Hatchback,SUZUKI,ALTO,1.0,2026-01-27,09:00:00,SZ3,Hatchback,Yes,89393,2013,2013 (63 reg),820,5,A,2026-01-25T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049202, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049203, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049207, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049209, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049211, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049212, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049216, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049224, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049228, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674049231",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GU63 PNF-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GU63 PNF-GB,mechanicalreporturl,0,U017BB,BLACK,False,Petrol,Manual Transmission,5,3,True,Present,No,VAT Margin,False,Car,"Air Conditioning, Temporary Spare Wheel",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '99 g/km', 'nox': '0.004 g/km'}, 'na']",1,"38k 2016-09-08T15:49:30Z, 45k 2017-06-08T16:07:38Z, 56k 2018-08-23T13:55:13Z, 62k 2019-08-20T08:27:32Z, 65k 2020-08-27T11:04:59Z, 67k 2021-09-06T12:42:01Z, 74k 2023-01-03T09:54:14Z, 78k 2023-11-01T10:33:59Z, 83k 2024-11-27T14:38:22Z, 88k 2025-11-27T10:07:07Z",2026-11-26T00:00:00Z,,False,False,False,False,False,False,False,420,"8,344","1,725",150,,,na,,BCA
LS11 NBA,WME4514012K478426,Online Only,Blackbushe,,UKCGR Budget,SMART FORTWO 0.8 PASSION S/TOUCH Convertible,SMART,FORTWO,0.8,2026-01-27,09:00:00,PASSION S/TOUCH,Convertible,Yes,208789,2011,2011 (11 reg),630,4,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233937, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233942, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233947, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233954, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233958, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233965, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233973, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233981, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233986, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674233995, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674234002, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674234014",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LS11 NBA-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=LS11 NBA-GB,mechanicalreporturl,0,U018BB,GREY,False,Diesel,Auto Clutch,2,1,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Air Conditioning, Alloy Wheels",2025-11-05T00:00:00Z,206502,Invoice/Receipt,16,0,,"[{'cO2': '87 g/km', 'nox': '0.159 g/km'}, 'na']",2,"44k 2014-03-28T16:06:43Z, 60k 2015-03-25T12:13:50Z, 79k 2016-04-04T11:38:59Z, 97k 2017-03-08T11:58:46Z, 114k 2018-03-12T11:42:49Z, 131k 2019-03-11T09:16:00Z, 150k 2020-03-16T11:41:50Z, 164k 2021-03-19T12:38:03Z, 171k 2022-02-15T17:00:20Z, 178k 2023-03-06T17:01:05Z, 187k 2024-02-29T09:25:30Z, 200k 2025-03-06T16:24:35Z",2026-03-05T00:00:00Z,,False,False,False,False,False,False,False,230,"12,620","1,495",150,,,na,,BCA
WN62 JYP,VF3PMCFB4CR002858,Online Only,Blackbushe,,UKCGR Budget,PEUGEOT 107 1.0 ACTIVE Hatchback,PEUGEOT,107,1.0,2026-01-27,09:00:00,ACTIVE,Hatchback,Yes,123583,2012,2012 (62 reg),680,5,A,2026-01-22T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837510, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837519, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837527, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837542, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837553, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837571, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837591, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837605, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837618, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672837632",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WN62 JYP-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=WN62 JYP-GB,mechanicalreporturl,0,U019BB,BLUE,False,Petrol,Manual Transmission,3,4,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Air Conditioning, Steel Spare Wheel",2025-02-24T00:00:00Z,117785,Invoice/Receipt,2,0,,"[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, ['Key Condition - Remote Inoperative']]",2,"45k 2015-10-10T09:29:24Z, 57k 2016-10-24T13:22:23Z, 71k 2017-10-27T13:36:52Z, 71k 2018-02-21T16:57:15Z, 77k 2019-02-07T15:00:31Z, 82k 2020-02-12T11:11:58Z, 86k 2021-02-17T10:23:40Z, 91k 2022-02-10T15:11:31Z, 100k 2023-02-17T11:05:30Z, 108k 2024-02-13T10:54:10Z, 117k 2025-02-25T12:02:34Z",2026-02-24T00:00:00Z,,False,False,False,False,False,False,False,280,"8,940","1,575",150,,,na,,BCA
HK57 EXX,SALLSAA238A126660,Online Only,Blackbushe,,UKCGR Budget,LAND ROVER R/R SPORT 3.6 TDV8 HSE StationWagon,LAND ROVER,R/R SPORT,3.6,2026-01-27,09:00:00,TDV8 HSE,StationWagon,Incorrect,178654,2007,2007 (57 reg),1050,5,A,2026-01-25T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021019, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021026, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021029, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021043, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021049, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021052, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021061, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021064, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021065, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674021066",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=HK57 EXX-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=HK57 EXX-GB,mechanicalreporturl,0,U020BB,BLACK,False,Diesel,Automatic,5,5,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim, Temporary Spare Wheel, 20"" Alloy Wheels",2023-09-28T00:00:00Z,167755,Invoice/Receipt,12,0,,"[{'cO2': '294 g/km', 'nox': '0.303 g/km'}, ['DVSA Discrepancy', 'Key Condition - Remote Inoperative']]",2,"36k 2010-11-29T15:16:54Z, 45k 2011-11-02T16:11:53Z, 4k 2012-05-21T12:34:57Z, 64k 2013-04-12T11:32:16Z, 79k 2014-04-16T16:23:28Z, 94k 2015-04-27T09:52:59Z, 105k 2016-04-29T09:59:21Z, 119k 2017-11-08T17:10:57Z, 128k 2018-11-09T09:30:14Z, 136k 2019-10-14T11:06:40Z, 142k 2020-10-20T09:02:31Z, 149k 2021-10-21T12:39:40Z, 159k 2022-11-02T16:24:13Z, 168k 2023-10-26T10:09:37Z, 173k 2024-10-31T17:29:51Z, 178k 2025-11-13T14:59:57Z",2026-11-12T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,630,"53,200","2,195",260,,,na,,BCA
BX61 XSL,WF0GXXGAJGBJ12658,Online Only,Blackbushe,,UKCGR Budget,FORD FIESTA 1.6 134 METAL Hatchback,FORD,FIESTA,1.6,2026-01-27,09:00:00,134 METAL,Hatchback,Yes,120713,2011,2011 (61 reg),1150,4,A,2026-01-25T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023698, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023700, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023702, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023705, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023706, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023710, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023712, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023715, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023717, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674023720",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BX61 XSL-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=BX61 XSL-GB,mechanicalreporturl,0,U021BB,WHITE,False,Petrol,Manual Transmission,3,6,True,Present,No,VAT Margin,False,Car,"Climate Control, Leather Trim, Alloy Wheels, Temporary Spare Wheel",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '139 g/km', 'nox': '0.017 g/km'}, 'na']",1,"20k 2014-09-27T10:28:02Z, 25k 2015-09-10T09:36:46Z, 30k 2016-09-12T11:44:59Z, 36k 2017-06-21T15:39:12Z, 43k 2018-06-14T15:45:31Z, 51k 2019-06-15T08:32:26Z, 56k 2020-05-30T10:49:47Z, 60k 2021-06-01T08:48:44Z, 68k 2022-06-13T11:35:34Z, 86k 2023-06-26T11:09:18Z, 103k 2024-05-29T08:43:32Z, 119k 2025-06-12T15:33:59Z",2026-06-25T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,750,"15,525","2,425",360,,,na,,BCA
