Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition,Auction Type,Non Runner
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line X Mhev,AY73JFZ,Ford,Puma St-Line,St-Line X Mhev,2026,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,30/09/2023,2023,19131,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-245580%2FGeneralImages-5_1767004909995602074768375550942.jpg_75579/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FGeneralImages-0_17670047274369074092849598662917.jpg_108148/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FGeneralImages-1_17670047325927201105834423596078.jpg_99996/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FGeneralImages-2_17670048867646541755769651843196.jpg_73643/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FGeneralImages-3_17670048929617604593557899143985.jpg_62060/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FGeneralImages-4_17670048998602682846175689767780.jpg_73285/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FGeneralImages-6_17670049164278226517793360678185.jpg_76584/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FGeneralImages-7_17670049271443798989005233211130.jpg_72442/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FDamageImages-0_17670050374725667767570770729579.jpg_84045/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FDamageImages-1_17670050527581381818858311236034.jpg_116832/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FDamageImages-2_17670050931558273993827772021290.jpg_36013/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-245580%2FDamageImages-3_1767005175133767422419904669659.jpg_72897/320x231.webp",,,,Magnetic Grey,Present,"£14,175",,"£12,925",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line Vignale Mhev,BA73YNZ,Ford,Puma St-Line,St-Line Vignale Mhev,2048,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,23/10/2023,2023,12150,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-250317%2FGeneralImages-5_17678669986978046045170170312653.jpg_102272/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FGeneralImages-0_17678668673272456728060236811361.jpg_105053/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FGeneralImages-1_17678668791093765665491483954909.jpg_44573/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FGeneralImages-2_17678669751218230575520721541929.jpg_61490/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FGeneralImages-3_17678669823683040181916675693978.jpg_56788/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FGeneralImages-4_17678669883944244668988928853907.jpg_66345/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FGeneralImages-6_17678670062801075474425312200094.jpg_57297/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FGeneralImages-7_17678670132143396717034651773612.jpg_85694/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FDamageImages-0_17678670965573534328801681048592.jpg_70574/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FDamageImages-1_17678671103602855225305865158917.jpg_67154/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FDamageImages-2_17678671680011484516756243589321.jpg_58410/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FDamageImages-3_17678671834564499256369591646789.jpg_50285/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250317%2FDamageImages-4_17678671956943750743945107264539.jpg_95493/320x231.webp",,,,Magnetic Grey,Present,"£14,950",,"£13,600",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma Titanium Mhev,BD73ARX,Ford,Puma Titanium,Titanium Mhev,2017,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,29/09/2023,2023,14086,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-256449%2FGeneralImages-5_17684741005973897567458472038967.jpg_105240/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FGeneralImages-0_17684737268572908823608118515318.jpg_132102/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FGeneralImages-1_17684737451985246030870052029670.jpg_86991/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FGeneralImages-2_17684738531243424452620657965172.jpg_60226/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FGeneralImages-3_17684738593342225586205494196122.jpg_75985/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FGeneralImages-4_17684738643013171055795299694220.jpg_70931/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FGeneralImages-6_17684741066219098955071814903745.jpg_56019/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FGeneralImages-7_1768474117730768654377476792314.jpg_110332/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FDamageImages-0_17684742203413957275342456868516.jpg_81530/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FDamageImages-1_17684742418892567240901475379542.jpg_67290/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FDamageImages-2_17684743023526119230538234977302.jpg_56548/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FDamageImages-3_17684743166575695996975489400971.jpg_88496/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-256449%2FDamageImages-4_17684743593562996092192604762349.jpg_82561/320x231.webp",,,,Agate Black,Present,"£12,375",,"£11,175",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma ST (Performance Pack),BD73DKV,Ford,Puma ST,ST (Performance Pack),2016,Hatchback,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,29/09/2023,2023,7026,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-249915%2FGeneralImages-6_17677154973783260687638029036282.jpg_91344/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249915%2FGeneralImages-0_17677153355995490291021401737344.jpg_66520/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249915%2FGeneralImages-1_17677153517152249696569358558801.jpg_49078/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249915%2FGeneralImages-2_17677154305659125820031625828763.jpg_82875/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249915%2FGeneralImages-3_17677154430896675069324298118589.jpg_53889/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249915%2FGeneralImages-4_17677154595892601910171163808388.jpg_74736/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249915%2FGeneralImages-5_17677154760561780885126839413655.jpg_68201/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249915%2FGeneralImages-7_17677155148181944235044614730782.jpg_79314/320x231.webp",,,,Magnetic Grey,Present,"£17,150",,"£15,800",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma Titanium Mhev,BD73KLM,Ford,Puma Titanium,Titanium Mhev,2022,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,04/10/2023,2023,8973,Correct,Here,,No,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-250590%2FGeneralImages-5_17678006025098002583827299357624.jpg_87197/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FGeneralImages-0_17678004129211116947955750156218.jpg_83945/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FGeneralImages-1_17678004267487827873940124270760.jpg_98386/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FGeneralImages-2_17678005438503627132523436484436.jpg_69035/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FGeneralImages-3_17678005648965591756005466534699.jpg_62761/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FGeneralImages-4_17678005867646261598117083917602.jpg_77354/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FGeneralImages-6_17678006362968180757158744393887.jpg_56950/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FGeneralImages-7_17678006446943312698174076510570.jpg_70226/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FDamageImages-0_17678007370423238710784269713692.jpg_67845/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FDamageImages-1_1767800749494444673842219922701.jpg_57324/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250590%2FDamageImages-2_17678008410051686570163029907041.jpg_50654/320x231.webp",,,,Agate Black,Present,"£12,725",,"£11,475",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma ST Mhev Auto,BG73VJJ,Ford,Puma ST,ST Mhev Auto,2027,Hatchback,Hyb petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,30/09/2023,2023,30333,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-249884%2FGeneralImages-5_17677850971247165739571579120218.jpg_106588/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FGeneralImages-0_17677849783454955178499910205073.jpg_107459/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FGeneralImages-1_17677849888266672772560035510805.jpg_118791/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FGeneralImages-2_176778507240735570922987721375.jpg_75177/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FGeneralImages-3_17677850814906203342643412439297.jpg_62095/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FGeneralImages-4_17677850915562991419770003455599.jpg_67626/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FGeneralImages-6_17677851029077526488254180439318.jpg_80364/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FGeneralImages-7_17677851102183245959570115276422.jpg_112742/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FDamageImages-0_17677851992865459149986717263970.jpg_95203/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FDamageImages-1_17677852365395536542224971913207.jpg_62856/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249884%2FDamageImages-2_17677852647142192165984362305027.jpg_76249/320x231.webp",,,,Grey Matter,Present,"£16,800",,"£15,450",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Galaxy EcoBlue Titanium Auto,BK72OVO,Ford,Galaxy EcoBlue,EcoBlue Titanium Auto,1063,Mpv,Diesel,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,29/09/2022,2022,55016,Correct,Here,11-12-2026,Yes,Margin,,,2.0,,,"https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-0_17689265579688866058312595777152.jpg_121407/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-0_17689266852198009251491675530148.jpg_52682/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-1_1768926582206809157513035533759.jpg_113774/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-2_17689265972174895268712099986213.jpg_92142/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-3_17689266140192630249762553961246.jpg_92163/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-4_1768926634150955937121422968297.jpg_84367/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-5_17689266437181832657534967428083.jpg_96879/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-6_17689266579529088011568801887060.jpg_88445/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FGeneralImages-7_17689266647556767038584757797165.jpg_69334/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FDamageImages-0_17689267226067496598199232944076.jpg_113160/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FDamageImages-1_17689267514247581817990635444720.jpg_120197/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FDamageImages-2_17689267724846987849203450550725.jpg_58043/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FDamageImages-3_17689268015674488405985664401696.jpg_93287/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FDamageImages-4_17689268546328324696388625129417.jpg_81492/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FDamageImages-5_17689269163876263747732690763711.jpg_88790/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261822%2FDamageImages-6_17689269599653604426043304047372.jpg_94527/320x231.webp",,,,Black,Present,"£16,150",,"£14,975",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line X Mhev,BL73RHZ,Ford,Puma St-Line,St-Line X Mhev,2038,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,23/11/2023,2023,5020,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,1,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-253422%2FGeneralImages-5_17684076236012057336818510097195.jpg_84855/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FGeneralImages-0_17684074816462191335942467051433.jpg_65657/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FGeneralImages-1_17684074926712243136210068131966.jpg_48517/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FGeneralImages-2_17684075945086554312334652027202.jpg_69199/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FGeneralImages-3_17684076021961051903935363018992.jpg_67952/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FGeneralImages-4_17684076175104770345254205295134.jpg_67126/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FGeneralImages-6_17684076315747518739791237784225.jpg_69021/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FGeneralImages-7_1768407640064372671727916108538.jpg_93253/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FDamageImages-0_17684080057118582275612021263416.jpg_60426/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FDamageImages-1_17684080516978251762740605345077.jpg_33792/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253422%2FDamageImages-2_17684081110507721943672458670635.jpg_40832/320x231.webp",,,,Solar Silver,Present,"£14,325",,"£13,075",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma ST Mhev Auto,BP73YSB,Ford,Puma ST,ST Mhev Auto,2002,Hatchback,Hyb petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,21/12/2023,2023,14186,Correct,Here,,No,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-244897%2FGeneralImages-0_17663970976022131455939579950236.jpg_118112/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FGeneralImages-1_17663971199642423055641289709382.jpg_98509/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FGeneralImages-2_17663971263091747973349680271567.jpg_92077/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FGeneralImages-3_17663971412771311349357725108992.jpg_70976/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FGeneralImages-4_17663971537514312015987702748344.jpg_87063/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FGeneralImages-5_17663971754662962523417176218822.jpg_80422/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FGeneralImages-6_17663971904216773085786058959757.jpg_73097/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FGeneralImages-7_17663971984288375056365316942855.jpg_90968/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FDamageImages-0_17664008675444993280881183970523.jpg_62401/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FDamageImages-1_17664009042142086802661164338766.jpg_56835/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-244897%2FDamageImages-2_17664015283982608511158005676471.jpg_26526/320x231.webp",,,,Grey Matter,Present,"£18,250",,"£16,900",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Nissan Qashqai DiG-T MH 158 N-Connecta CVT,BT72RZY,Nissan,Qashqai DiG-T,DiG-T MH 158 N-Connecta CVT,1074,Hatchback,Hyb petrol,,Wilsons Auctions Oxford,2025-12-18,14:00,30/11/2022,2022,19004,Correct,To follow,09-09-2026,Yes,Margin,,,1.3,,,"https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-4_17689835501916962293463729456926.jpg_74352/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-0_17689835013038036505081017839358.jpg_56149/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-1_17689835108747986120427470674183.jpg_45612/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-2_17689835373147599906212929120836.jpg_72622/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-3_17689835453631132018354246841992.jpg_61491/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-5_17689835571358113914784024190721.jpg_37142/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-6_17689835683964339990762113412686.jpg_84537/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-7_17689862089553364843771366920459.jpg_74129/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FGeneralImages-8_17689862148303007271514626768018.jpg_72315/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FDamageImages-0_17689837526094859841934577882919.jpg_34332/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FDamageImages-1_17689837739075044297968437837396.jpg_58002/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FDamageImages-2_17689837890327850052228741482873.jpg_46377/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FDamageImages-3_17689838118734824018736854404981.jpg_61681/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FDamageImages-4_17689839089555953183458387625891.jpg_48065/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262143%2FDamageImages-5_17689839302724278507204884302673.jpg_56148/320x231.webp",,,,Red,Present,"£14,800",,"£13,525",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line X Mhev,BU73FNG,Ford,Puma St-Line,St-Line X Mhev,2014,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,30/09/2023,2023,14052,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-250599%2FGeneralImages-5_17677845121857870224228437904118.jpg_100713/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FGeneralImages-0_17677843585127355251008337456466.jpg_137483/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FGeneralImages-1_17677843674737630560366586731547.jpg_106113/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FGeneralImages-2_17677844867188370342325954800666.jpg_78852/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FGeneralImages-3_17677844955593047051436307428143.jpg_69322/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FGeneralImages-4_17677845013015536886444400416669.jpg_83378/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FGeneralImages-6_17677845181528170033474618767453.jpg_60273/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FGeneralImages-7_1767784525089804672462097215291.jpg_96029/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FDamageImages-0_17677847247482911422266119094190.jpg_97968/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-250599%2FDamageImages-1_17677847546655743188569384858066.jpg_43395/320x231.webp",,,,Desert Island Blue,Present,"£13,725",,"£12,475",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,BMW 218i M Sport Auto,CA21NTF,BMW,218i M,M Sport Auto,1071,Coupe,Petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,30/04/2021,2021,74611,Correct,To follow,06-06-2026,Yes,Margin,,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-5_17689221647106297134138936852040.jpg_75578/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-0_17689207315903551916607953217643.jpg_85132/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-1_17689207363885050032699234815950.jpg_54031/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-2_17689208747254314539609041032404.jpg_73911/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-0_17689207124108961050505076190187.jpg_62921/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-1_17689207227455598591110993556825.jpg_56641/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-2_17689208613197710312072352964948.jpg_81591/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-3_17689208687304005213905633650445.jpg_61623/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-4_17689220615545497628779578957620.jpg_78491/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-6_17689221732313309911343968298251.jpg_67098/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FGeneralImages-7_17689221808088469368006552587928.jpg_90718/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-0_17689222549603015868634671680419.jpg_82460/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-1_17689222728597233151049958507472.jpg_25242/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-2_17689222873755251880922957354945.jpg_57063/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-3_17689223002753045178577845905974.jpg_76689/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-4_17689223260534909901273866745485.jpg_74846/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-5_17689223658286319104287011915112.jpg_22807/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-6_17689223911303648382574005818206.jpg_64979/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-7_17689224087538311227620775395517.jpg_52972/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-8_17689224307442583238794553367331.jpg_55768/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-9_17689224625136004396360700459575.jpg_90313/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-10_17689224882869138392473458340638.jpg_61677/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-11_17689225106671256209234477195344.jpg_31293/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-12_17689225282046527565123023879243.jpg_54892/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249945%2FDamageImages-13_17689225496859222835604857880017.jpg_39486/320x231.webp",,,,White,Present,"£13,400",,"£12,275",,,,2,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Nissan Juke DiG-T 114 N-Connecta,CA21OKG,Nissan,Juke DiG-T,DiG-T 114 N-Connecta,1004,Hatchback,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,15/06/2021,2021,3511,Correct,Here,19-02-2026,Yes,Margin,,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-0_17685609013483869667585361563692.jpg_129521/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-0_1768561051283918082170718160713.jpg_91144/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-1_17685610610806245670491224147970.jpg_89616/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-2_17685610775814142898113297000204.jpg_94300/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-3_17685610847523672631850082212252.jpg_74924/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-1_17685609112418996628955133345417.jpg_109209/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-2_17685609242971027415847995355192.jpg_74850/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-3_17685609351843206330828351253479.jpg_92160/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-4_17685609560284587243995150433160.jpg_74616/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-5_17685609669957776947016231967344.jpg_34473/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-6_17685610142504101094897064975614.jpg_87612/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-7_17685610209508551040394278964952.jpg_56736/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FGeneralImages-8_17685610398174102891705034353950.jpg_69939/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FDamageImages-0_17685611311381820068871945679085.jpg_41104/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FDamageImages-1_17685611624683204085533757554290.jpg_149203/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FDamageImages-2_17685611995027651913102105155928.jpg_50247/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253042%2FDamageImages-3_17685615272375285404954341753234.jpg_59241/320x231.webp",,,,Red,Present,"£11,650",,"£10,450",,,,5,,,,,,,Online Auction,No
